# Aluminum Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/aluminum-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Aluminum Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/aluminum-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Machine,Settings,repetition_rate,50,kHz,1,200,,Typical for pulsed fiber lasers at 1064 nm; higher rates speed up cleaning but risk heat accumulation on reflective aluminum. 50 kHz balances speed and safety. Source: Academic literature in Lasers in Manufacturing and Materials Processing (2021) on frequency effects for aluminum surface preparation.
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for contaminant removal; aluminum damage threshold ~4-6 J/cm² at 1064 nm ns pulses. Recommended 1.5 J/cm² ensures safe cleaning below ablation threshold of substrate. Source: Ablation threshold studies in Physical Review B (2017) and Optics Express (2022) for IR laser on aluminum.
Machine,Settings,spot_size,300,μm,0.1,500,,"Beam diameter range for uniform coverage; smaller for fine details, larger for broad areas. 300 μm recommended for aluminum to achieve even fluence distribution without hotspots. Source: Equipment specifications from Coherent and Trumpf laser cleaners, with optimization in Surface and Coatings Technology (2019)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for heavy; aluminum's reflectivity often requires 2 passes for complete removal without damage. Source: Industry practice in case studies from Journal of Laser Applications (2020) on industrial aluminum cleaning."
Machine,Settings,overlap_ratio,70,%,10,90,,Ensures uniform coverage and prevents gaps in cleaning; 70% recommended for aluminum to account for beam divergence and material reflectivity. Source: Process optimization studies in International Journal of Advanced Manufacturing Technology (2018).
Property,material_characteristics,density,2.7,g/cm³,0.53,22.6,,Material property: density
Property,material_characteristics,porosity,0,%,0,15,,Material property: porosity
Property,material_characteristics,surfaceRoughness,0.8,μm,0.4,150,,Material property: surfaceRoughness
Property,material_characteristics,tensileStrength,90,MPa,3,3000,,Material property: tensileStrength
Property,material_characteristics,youngsModulus,70,GPa,5,600,,Material property: youngsModulus
Property,material_characteristics,hardness,0.2744,GPa,0.5,3500,,Material property: hardness
Property,material_characteristics,flexuralStrength,95,MPa,2.5,1050,,Material property: flexuralStrength
Property,material_characteristics,oxidationResistance,5,μm/year,200,1200,,Material property: oxidationResistance
Property,material_characteristics,corrosionResistance,0.1,mm/year,1,10,,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,90,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,fractureToughness,25,MPa m^{1/2},,,ai_research,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,2.65e-8,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,boilingPoint,2792,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,electricalConductivity,37700000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,meltingPoint,933.47,K,,,ai_research,Material property: meltingPoint
Property,laser_material_interaction,thermalConductivity,237,W/(m·K),7,430,,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,23.1,×10^{-6}/K,0.5,33,,Material property: thermalExpansion
Property,laser_material_interaction,thermalDiffusivity,9.7,×10^{-5} m²/s,0.06,174,,Material property: thermalDiffusivity
Property,laser_material_interaction,specificHeat,900,J/(kg·K),100,2000,,Material property: specificHeat
Property,laser_material_interaction,thermalShockResistance,250,K,50,400,,Material property: thermalShockResistance
Property,laser_material_interaction,laserReflectivity,0.92,,5,99.9,,Material property: laserReflectivity
Property,laser_material_interaction,absorptionCoefficient,1.2,×10^7 m^{-1},100000,50000000,,Material property: absorptionCoefficient
Property,laser_material_interaction,ablationThreshold,2.5,J/cm²,2,8,,Material property: ablationThreshold
Property,laser_material_interaction,laserDamageThreshold,1.8,J/cm²,0.1,20,,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalDestruction,933.47,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserAbsorption,0.06,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,absorptivity,0.06,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,reflectivity,0.95,dimensionless,,,ai_research,Material property: reflectivity
Property,laser_material_interaction,vaporPressure,101325,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestructionPoint,933.47,K,,,ai_research,Material property: thermalDestructionPoint
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Automotive,,,,,Industry application
Application,Industries,Application 3,Construction,,,,,Industry application
Application,Industries,Application 4,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 5,Food and Beverage Processing,,,,,Industry application
Application,Industries,Application 6,Marine,,,,,Industry application
Application,Industries,Application 7,Packaging,,,,,Industry application
Application,Industries,Application 8,Rail Transport,,,,,Industry application
Application,Industries,Application 9,Renewable Energy,,,,,Industry application
