# Soda-Lime Glass Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/glass/specialty-glass/soda-lime-glass-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Soda-Lime Glass Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/glass/specialty-glass/soda-lime-glass-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Machine,Settings,energy_density,0.5,J/cm²,0.1,20,,"Fluence range for safe cleaning of contaminants; damage threshold for soda-lime glass at 1064 nm ns pulses is ~10-15 J/cm², so stay below 2 J/cm². Recommended 0.5 J/cm² for effective removal of industrial contaminants like rust/oils without cracking. Source: Ablation threshold studies in Journal of Applied Physics (e.g., Stuart et al., 1996) and Laser & Particle Beams (2017) for IR cleaning of dielectrics."
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter range for precision cleaning; smaller spots (100 μm) for fine details on glass, larger (500 μm) for broad areas. Recommended 200 μm suits industrial surface preparation on soda-lime glass to ensure uniform fluence. Source: Equipment specifications from Trumpf and CleanLaser systems; process studies in Applied Optics (2020)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, up to 5 for heavy layers; multi-pass preferred for glass to distribute energy and avoid damage. Recommended 2 passes for complete removal in industrial settings. Source: Industry practice from case studies in Surface and Coatings Technology (e.g., 2014 paper on glass cleaning) and manufacturer guidelines (e.g., Lasertec)."
Machine,Settings,overlap_ratio,50,%,10,90,,Typical 30-80% for uniform coverage without gaps or over-exposure; 50% recommended for soda-lime glass to ensure even cleaning while minimizing total energy input and potential thermal stress. Source: Process optimization studies in Lasers in Manufacturing and Materials Processing (2019) and industry standards from SPIE proceedings on scan strategies.
Property,material_characteristics,youngsModulus,70,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,1,"dimensionless (normalized scale 0-1, where 1 indicates complete resistance)",,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,2.5,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,5.4,GPa,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.1,g/m²,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,1000,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,50,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,50,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,fractureToughness,0.75,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,100000000000,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,laserDamageThreshold,12.5,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.02,dimensionless,0.01,0.05,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,500,m⁻¹,100,1000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,10,J/cm²,5,20,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1,MW/m,0.5,2,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.04,dimensionless,0.035,0.05,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1400,K,1300,1500,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,0.001,Pa,0.001,0.01,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,992,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,840,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.042,,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,1.06,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.000009,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,80,m^{-1},,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,4.8e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,18.5,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Automotive,,,,,Industry application
Application,Industries,Application 3,Medical Devices,,,,,Industry application
Application,Industries,Application 4,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 5,Cultural Heritage,,,,,Industry application
Application,Industries,Application 6,Marine,,,,,Industry application
Application,Industries,Application 7,Energy Sector,,,,,Industry application
Application,Industries,Application 8,Food Processing,,,,,Industry application
Application,Industries,Application 9,Architectural Glass,,,,,Industry application
Application,Industries,Application 10,Laboratory Equipment,,,,,Industry application
