# Bluestone Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/stone/sedimentary/bluestone-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Bluestone Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/stone/sedimentary/bluestone-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for safe removal of contaminants like soot or oxides; Bluestone damage threshold ~4-5 J/cm² due to moderate reflectivity (~20-30% at 1064 nm). Recommended 1.5 J/cm² avoids ablation of substrate while effective for industrial prep. Source: Ablation threshold studies in Surf. Coat. Technol. (2017) for sandstones.
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter range for cleaning; smaller (100-200 μm) for fine details on textured Bluestone, larger (300-500 μm) for broad areas. 200 μm recommended for uniform coverage in surface preparation. Source: Equipment specifications from CleanLaser CL series and process optimization in Lasers Manuf. Mater. Process. (2022)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers to build fluence gradually and prevent damage. 2 passes recommended for Bluestone to ensure complete removal without excessive heat exposure. Source: Industry practice in case studies from Laser Cleaning Europe consortium and Opt. Express (2019)."
Machine,Settings,overlap_ratio,60,%,10,90,,"Overlap ensures uniform fluence distribution; 30-50% for fast large-area cleaning, 60-80% for detailed work on irregular Bluestone surfaces. 60% recommended for even coverage in contamination removal. Source: Process optimization studies in J. Laser Appl. (2020) for stone substrates."
Property,material_characteristics,fractureToughness,1.05,MPa m^{1/2},,,ai_research,Material property: fractureToughness
Property,material_characteristics,density,2650,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,oxidationResistance,0.96,dimensionless (scale 0-1),,,ai_research,Material property: oxidationResistance
Property,material_characteristics,youngsModulus,15000000000,Pa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,hardness,6.5,Mohs,,,ai_research,Material property: hardness
Property,material_characteristics,compressiveStrength,124,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,tensileStrength,4.8,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,flexuralStrength,8.27,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,corrosionResistance,0.92,dimensionless (normalized resistance index),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,porosity,4.2,%,,,ai_research,Material property: porosity
Property,material_characteristics,laserDamageThreshold,0.85,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.85,dimensionless,0.7,0.95,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,1000000,m⁻¹,100000,10000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,2.5,J/cm²,1,5,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,2,MW/m,1,3,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.15,dimensionless,0.05,0.3,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1273,K,1073,1473,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,1,Pa,0.1,10,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,950,°C,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserReflectivity,0.32,,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalExpansion,0.0000085,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,thermalConductivity,1.7,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,specificHeat,920,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserAbsorption,0.68,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.00000125,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,0.85,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Cultural Heritage,,,,,Industry application
Application,Industries,Application 2,Architectural Restoration,,,,,Industry application
Application,Industries,Application 3,Monument Conservation,,,,,Industry application
Application,Industries,Application 4,Manufacturing,,,,,Industry application
Application,Industries,Application 5,Construction,,,,,Industry application
Application,Industries,Application 6,Marine Infrastructure,,,,,Industry application
Application,Industries,Application 7,Landscape Architecture,,,,,Industry application
Application,Industries,Application 8,Museum Conservation,,,,,Industry application
Application,Industries,Application 9,Civil Engineering,,,,,Industry application
Application,Industries,Application 10,Interior Design,,,,,Industry application
