# Iron Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/ferrous/iron-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Iron Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/ferrous/iron-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Property,material_characteristics,corrosionResistance,-0.44,V,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,350,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,275,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,350,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,fraction,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.37,,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,3135,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,47500000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,1811,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,101325,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,1811,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.56,dimensionless,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,80,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,0.75,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,630000,m⁻¹,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.35,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,2.5,J/cm²,,,,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.65,dimensionless,,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1811,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,1.2,MPa√m,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,0.000142,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,1811,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,449,J/kg·K,,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.62,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,80.2,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000118,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.35,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.0000231,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.5,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Automotive Manufacturing,,,,,Industry application
Application,Industries,Application 3,Marine Engineering,,,,,Industry application
Application,Industries,Application 4,Cultural Heritage Conservation,,,,,Industry application
Application,Industries,Application 5,Energy Sector,,,,,Industry application
Application,Industries,Application 6,Rail Transportation,,,,,Industry application
Application,Industries,Application 7,Heavy Manufacturing,,,,,Industry application
Application,Industries,Application 8,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 9,Medical Device Manufacturing,,,,,Industry application
Application,Industries,Application 10,Construction and Infrastructure,,,,,Industry application
