# Float Glass Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/glass/soda-lime/float-glass-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Float Glass Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/glass/soda-lime/float-glass-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Property,laser_material_interaction,thermalDiffusivity,4.7e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,4.2,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Architectural Glass Manufacturing,,,,,Industry application
Application,Industries,Application 2,Solar Panel Manufacturing,,,,,Industry application
Application,Industries,Application 3,Automotive Glass Production,,,,,Industry application
Application,Industries,Application 4,Electronics Display Manufacturing,,,,,Industry application
Application,Industries,Application 5,Aerospace Canopy Maintenance,,,,,Industry application
Application,Industries,Application 6,Marine Window Systems,,,,,Industry application
Application,Industries,Application 7,Medical Device Manufacturing,,,,,Industry application
Application,Industries,Application 8,Cultural Heritage Conservation,,,,,Industry application
Application,Industries,Application 9,Food Processing Equipment,,,,,Industry application
Application,Industries,Application 10,Energy Sector Instrumentation,,,,,Industry application
