# Aluminum Bronze Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/alloy/aluminum-bronze-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Aluminum Bronze Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/alloy/aluminum-bronze-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Property,material_characteristics,density,7.8,g/cm³,,,,Material property: density
Property,material_characteristics,porosity,0,%,,,,Material property: porosity
Property,material_characteristics,surfaceRoughness,1.2,μm,,,,Material property: surfaceRoughness
Property,material_characteristics,tensileStrength,655,MPa,,,,Material property: tensileStrength
Property,material_characteristics,youngsModulus,120,GPa,,,,Material property: youngsModulus
Property,material_characteristics,hardness,2.5,GPa,,,,Material property: hardness
Property,material_characteristics,flexuralStrength,680,MPa,,,,Material property: flexuralStrength
Property,material_characteristics,oxidationResistance,6,μm/year,,,,Material property: oxidationResistance
Property,material_characteristics,corrosionResistance,0.65,mm/year,,,,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,655,MPa,,,,Material property: compressiveStrength
Property,material_characteristics,fractureToughness,90,MPa m^{1/2},,,,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,1.2e-7,Ω·m,,,,Material property: electricalResistivity
Property,material_characteristics,electricalConductivity,4060000,S/m,,,scientific_literature,Material property: electricalConductivity
Property,material_characteristics,boilingPoint,2673,K,,,scientific_literature,Material property: boilingPoint
Property,material_characteristics,meltingPoint,1045,°C,,,scientific_literature,Material property: meltingPoint
Property,laser_material_interaction,thermalDestruction,1323,K,,,,Material property: thermalDestruction
Property,laser_material_interaction,laserAbsorption,0.28,dimensionless,,,,Material property: laserAbsorption
Property,laser_material_interaction,laserDamageThreshold,2.1,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,ablationThreshold,2.1,J/cm²,,,scientific_literature,Material property: ablationThreshold
Property,laser_material_interaction,thermalDiffusivity,0.0000178,m^2/s,,,scientific_literature,Material property: thermalDiffusivity
Property,laser_material_interaction,thermalExpansion,0.0000162,10^{-6}/K,,,scientific_literature,Material property: thermalExpansion
Property,laser_material_interaction,specificHeat,380,J/kg·K,,,scientific_literature,Material property: specificHeat
Property,laser_material_interaction,thermalConductivity,59,W/m·K,,,scientific_literature,Material property: thermalConductivity
Property,laser_material_interaction,laserReflectivity,0.88,,,,scientific_literature,Material property: laserReflectivity
Property,laser_material_interaction,vaporPressure,1.2e-8,Pa,,,scientific_literature,Material property: vaporPressure
Property,laser_material_interaction,thermalDestructionPoint,1038,°C,,,scientific_literature,Material property: thermalDestructionPoint
Property,laser_material_interaction,absorptionCoefficient,48000000,m^{-1},,,scientific_literature,Material property: absorptionCoefficient
Property,laser_material_interaction,thermalShockResistance,210,°C,,,scientific_literature,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.68,,,,scientific_literature,Material property: reflectivity
Property,laser_material_interaction,absorptivity,0.072,dimensionless,,,scientific_literature,Material property: absorptivity
