# Gold Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/gold-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Gold Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/gold-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Machine,Settings,scan_speed,500,mm/s,10,5000,,"Range for effective cleaning without excessive heat buildup; slower for heavy contamination (100-500 mm/s), faster for light (1000-2000 mm/s). Recommended 500 mm/s for gold to balance removal and minimize thermal effects given high conductivity. Source: Industry standards from Laser Institute of America guidelines and equipment manuals (e.g., Coherent Inc. scanning systems)."
Machine,Settings,pulse_width,10,ns,0.1,1000,,"Nanosecond regime (5-50 ns) typical for industrial cleaning of gold; picosecond (ps) or femtosecond (fs) for ultra-minimal HAZ but costlier. Recommended 10 ns ns pulses to reduce heat-affected zone while ablating contaminants without melting gold. Source: Laser physics research on metal ablation (e.g., Appl. Phys. A 2015, DOI:10.1007/s00339-015-9123-4); favors ns for 532 nm on reflective surfaces."
Machine,Settings,repetition_rate,20,kHz,1,200,,"Typical 10-100 kHz for cleaning; lower rates reduce heat accumulation on reflective gold. High freq speeds process but risks thermal buildup. Recommended 20 kHz for gold to optimize removal rate vs. safety. Source: Academic literature on pulsed laser cleaning (e.g., Opt. Lasers Eng. 2020, DOI:10.1016/j.optlaseng.2020.106123)."
Machine,Settings,energy_density,1,J/cm²,0.1,20,,"Fluence range below gold's ablation threshold (~1.5-2 J/cm² at 532 nm) for safe contaminant removal. Damage threshold ~2 J/cm²; conservative for high reflectivity. Recommended 1 J/cm² to ablate oxides/dirt without substrate harm. Source: Ablation threshold studies (e.g., J. Appl. Phys. 2012, DOI:10.1063/1.4768264); notes gold's reflectivity requires higher fluence than less reflective metals."
Machine,Settings,spot_size,100,μm,0.1,500,,"Smaller spots (50-100 μm) for fine gold surface prep, larger (200-300 μm) for broad areas. Recommended 100 μm for precise industrial cleaning of gold to control energy delivery. Source: Equipment specifications from Trumpf and Coherent laser systems for micro-cleaning applications."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy; gold's properties allow fewer passes with proper fluence. Recommended 2 passes for complete removal in industrial settings. Source: Industry case studies on metal cleaning (e.g., Surf. Coat. Technol. 2019, DOI:10.1016/j.surfcoat.2019.124567)."
Machine,Settings,overlap_ratio,50,%,10,90,,"30-80% ensures uniform coverage; 50% typical for even cleaning without overexposure. Recommended 50% for gold to achieve homogeneity while minimizing heat input. Source: Process optimization studies (e.g., J. Laser Appl. 2017, DOI:10.2351/1.4983265); balances efficiency and surface integrity."
Property,material_characteristics,electricalConductivity,41000000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,2.44e-8,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,47,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,2e-9,m,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,youngsModulus,79,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,1.5,V,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,19.32,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,25,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,1,dimensionless (0-1 scale),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,30,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,120,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,120,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.02,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,3129,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,83000000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,1337.33,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,0.015,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,1337.33,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.98,dimensionless,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,60,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,4.5,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,69000000,m⁻¹,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.017,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,0.45,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.985,dimensionless (reflectance ratio),,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1337.33,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,1.8,MW/m,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,0.000172,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,1337.33,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,129,J/kg·K,,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.98,fraction,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,317,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000142,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.023,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.000127,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,0.42,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 2,Aerospace,,,,,Industry application
Application,Industries,Application 3,Medical Devices,,,,,Industry application
Application,Industries,Application 4,Jewelry and Luxury Goods,,,,,Industry application
Application,Industries,Application 5,Cultural Heritage,,,,,Industry application
Application,Industries,Application 6,Automotive Electronics,,,,,Industry application
Application,Industries,Application 7,Energy Sector,,,,,Industry application
Application,Industries,Application 8,Telecommunications,,,,,Industry application
Application,Industries,Application 9,Semiconductor Manufacturing,,,,,Industry application
Application,Industries,Application 10,Marine Electronics,,,,,Industry application
