# Iridium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/iridium-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Iridium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/iridium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds balance fluence and coverage; slower for heavy contamination (e.g., oxides), faster for light surface prep. Recommended 1500 mm/s for optimal Iridium cleaning without thermal buildup, considering low thermal conductivity (14.8 W/m·K). Source: CleanLaser equipment manuals; industry standards for 1064 nm cleaning (Opt. Lasers Eng. 2020)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for cost-effective industrial cleaning; picosecond (ps) or femtosecond (fs) for minimal HAZ on heat-sensitive Iridium, but ns sufficient due to high melting point. Recommended 20 ns to limit heat diffusion. Source: Laser physics reviews (e.g., Prog. Quantum Electron. 2019); ns common in metal ablation studies."
Machine,Settings,repetition_rate,50,kHz,1,200,,Typical for pulsed cleaning to achieve high average power without excessive heat accumulation; higher rates speed up process but risk thermal effects on reflective Iridium. Recommended 50 kHz balances speed and safety. Source: Academic literature on Nd:YAG cleaning (Appl. Surf. Sci. 2017); trade-off noted in high-rep-rate studies.
Machine,Settings,energy_density,2,J/cm²,0.1,20,,Fluence below Iridium damage threshold (~3-6 J/cm² at 1064 nm due to reflectivity); typical for contaminant ablation without substrate damage. Recommended 2 J/cm² for safe removal of light contaminants. Source: Ablation threshold studies for PGMs (J. Phys. D: Appl. Phys. 2021); conservative for Iridium's properties.
Machine,Settings,spot_size,200,μm,0.1,500,,"Smaller spots for fine detail on valuable Iridium surfaces, larger for broad areas; 1064 nm beam focused tightly for precision. Recommended 200 μm for uniform cleaning without over-ablation. Source: Equipment specs from Coherent and Trumpf lasers; application-based ranges in industrial cleaning (Lasers Manuf. Mater. Process. 2019)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for heavy layers; Iridium's durability allows 2 passes without damage. Recommended 2 for complete removal in surface prep. Source: Industry case studies on metal cleaning (e.g., SPIE Proc. 2022); practice for refractory metals."
Machine,Settings,overlap_ratio,50,%,10,90,,Ensures uniform coverage without gaps or excessive overlap heating; 50% optimal for Iridium to minimize heat-affected zones while covering reflective surfaces evenly. Source: Process optimization studies (Opt. Express 2018); typical range 30-80% in scanning laser cleaning standards.
Property,material_characteristics,electricalConductivity,21230000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,4.71e-8,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,3,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,0.05,μm,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,youngsModulus,528,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,1673,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,22560,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,1960,MPa,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,1.156,V,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,1400,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,1050,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,1170,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.35,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,4701,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,61700000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,2719,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,101325,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,2719,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.71,,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,359,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,2.8,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,47200000,m⁻¹,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.42,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,0.45,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.965,dimensionless (reflectance ratio),,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,2716,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,1.8,MPa·m^0.5,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,0.0001333,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,2719,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,132,J/kg·K,,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.67,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,147,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,6.8,×10^{-6} K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.12,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.0000498,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,2.3,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Medical Devices,,,,,Industry application
Application,Industries,Application 3,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 4,Chemical Processing,,,,,Industry application
Application,Industries,Application 5,Jewelry and Luxury Goods,,,,,Industry application
Application,Industries,Application 6,Research and Laboratory,,,,,Industry application
Application,Industries,Application 7,Automotive High-Performance,,,,,Industry application
Application,Industries,Application 8,Nuclear Technology,,,,,Industry application
Application,Industries,Application 9,Marine Engineering,,,,,Industry application
Application,Industries,Application 10,Cultural Heritage Preservation,,,,,Industry application
