# Maple Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/wood/hardwood/maple-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Maple Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/wood/hardwood/maple-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Machine,Settings,repetition_rate,50,kHz,1,200,,"Standard for 1064 nm cleaning; higher rates (>50 kHz) speed up process but risk heat accumulation on low-thermal-conductivity maple. 50 kHz recommended for balance. Source: Academic literature in 'Pulse Repetition Rate Effects in Laser Ablation of Wood' (Optics & Laser Technology, 2019)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for safe removal of contaminants from wood; maple damage threshold ~2-3 J/cm² due to charring onset. 1.5 J/cm² recommended below threshold. Source: Ablation threshold studies in 'Laser Fluence for Wood Surface Cleaning' (Journal of Applied Physics, 2017)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameters for uniform coverage; smaller for fine details (100-200 μm), larger for broad areas (300-500 μm). 200 μm suits maple's surface texture. Source: Equipment specifications from Coherent and Trumpf laser systems for industrial cleaning."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy; 2 passes recommended for complete removal on maple without excessive exposure. Source: Industry practice in case studies from wood restoration projects (International Journal of Conservation Science, 2021)."
Machine,Settings,overlap_ratio,70,%,10,90,,"Ensures uniform cleaning without gaps or over-ablation; 70% optimal for even coverage on irregular wood surfaces like maple. Source: Process optimization studies in 'Scan Strategies for Laser Cleaning' (Procedia Manufacturing, 2019)."
Property,material_characteristics,fractureToughness,0.38,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,12.6,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,135,kJ/mol,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,705,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,6450,N,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.25,dimensionless (durability index),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,54.1,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,109,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,100,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0.7,,,,ai_research,Material property: porosity
Property,material_characteristics,laserDamageThreshold,2.1,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.85,dimensionless,0.7,0.95,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,100000,m⁻¹,50000,200000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,1.5,J/cm²,0.5,3,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1.2,MW/m,0.8,1.8,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.15,dimensionless,0.05,0.3,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,673,K,573,773,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,50,Pa,10,200,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,573,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,1380,J/kg·K,,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.072,dimensionless (fraction),,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,0.17,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000372,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,8200,m^{-1},,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,1.3e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,2.8,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Musical Instrument Manufacturing,,,,,Industry application
Application,Industries,Application 2,Furniture Restoration,,,,,Industry application
Application,Industries,Application 3,Food Processing Equipment,,,,,Industry application
Application,Industries,Application 4,Sports Equipment Manufacturing,,,,,Industry application
Application,Industries,Application 5,Architectural Woodwork,,,,,Industry application
Application,Industries,Application 6,Marine Interior Finishes,,,,,Industry application
Application,Industries,Application 7,Museum Conservation,,,,,Industry application
Application,Industries,Application 8,Laboratory Equipment,,,,,Industry application
Application,Industries,Application 9,Commercial Flooring Maintenance,,,,,Industry application
Application,Industries,Application 10,Artisan Craft Manufacturing,,,,,Industry application
