# Bamboo Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/wood/hardwood/bamboo-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Bamboo Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/wood/hardwood/bamboo-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Property,laser_material_interaction,reflectivity,0.12,dimensionless,0.05,0.2,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,500,K,450,550,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,100,Pa,10,1000,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,588,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserReflectivity,0.15,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalExpansion,0.0000032,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,thermalConductivity,0.2,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,specificHeat,1380,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserAbsorption,0.92,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,1.26e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.85,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Cultural Heritage,,,,,Industry application
Application,Industries,Application 2,Aerospace,,,,,Industry application
Application,Industries,Application 3,Medical Devices,,,,,Industry application
Application,Industries,Application 4,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 5,Marine Applications,,,,,Industry application
Application,Industries,Application 6,Automotive Interiors,,,,,Industry application
Application,Industries,Application 7,Furniture Manufacturing,,,,,Industry application
Application,Industries,Application 8,Renewable Energy,,,,,Industry application
Application,Industries,Application 9,Construction and Architecture,,,,,Industry application
Application,Industries,Application 10,Sports Equipment,,,,,Industry application
