# Niobium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/niobium-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Niobium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/niobium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Property,material_characteristics,youngsModulus,105,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,573,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,8.57,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,60,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.005,mm/year,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,240,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,310,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,275,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.42,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,4912,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,610000,cm^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,2741,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,0.025,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,2750,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.55,dimensionless (fraction),,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,133,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,2.1,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,4200000,m⁻¹,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.38,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,0.45,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.58,dimensionless (ratio),,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,2741,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,380,W/m,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,0.00133,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,2750,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,265,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.7,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,53.7,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000071,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.28,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.00002364,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.05,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Medical Implants,,,,,Industry application
Application,Industries,Application 3,Superconducting Magnets,,,,,Industry application
Application,Industries,Application 4,Chemical Processing,,,,,Industry application
Application,Industries,Application 5,Nuclear Technology,,,,,Industry application
Application,Industries,Application 6,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 7,Jewelry and Art,,,,,Industry application
Application,Industries,Application 8,Marine Engineering,,,,,Industry application
Application,Industries,Application 9,Research Laboratories,,,,,Industry application
Application,Industries,Application 10,Energy Storage,,,,,Industry application
