# Molybdenum Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/molybdenum-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Molybdenum Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/molybdenum-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Property,material_characteristics,electricalConductivity,18700000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,5.2e-8,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,0.9,MPa m^{1/2},,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,0.8,μm,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,youngsModulus,329,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,723,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,10.28,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,150,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.92,dimensionless (corrosion resistance index),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,830,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,690,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,690,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.4,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,4912,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,72300000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,2896,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,101325,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,2896,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.55,dimensionless,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,402000,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,1.8,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,42000000,m^-1,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.41,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,0.45,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.57,dimensionless,,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,2896,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,515,W/m,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,1.33e-7,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,2896,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,251,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.61,fraction,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,138,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000048,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.43,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.0000538,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,2.1,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Chemical Processing,,,,,Industry application
Application,Industries,Application 3,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 4,Lighting and Vacuum Tubes,,,,,Industry application
Application,Industries,Application 5,Nuclear,,,,,Industry application
Application,Industries,Application 6,Oil & Gas,,,,,Industry application
Application,Industries,Application 7,Steel Production,,,,,Industry application
Application,Industries,Application 8,Tooling and Dies,,,,,Industry application
